Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
16004860,The Magic of Reality: How We Know What's Really True,Richard Dawkins,"Dawkins, Richard",Dave McKean,,,0,4.04,Free Press,Kindle Edition,272,2012,2011,,10/09/18,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
39339934,Notes on Nationalism,George Orwell,"Orwell, George",,0241339561,9780241339565,0,4.05,Penguin Classics,Paperback,52,2018,2012,,10/09/18,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
3369356,Empires of the Indus: The Story of a River,Alice Albinia,"Albinia, Alice",,0719560039,9780719560033,0,4.2,John Murray,Hardcover,366,2008,2008,,09/09/18,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García","Gregory Rabassa, Seçkin Selvi",,,0,4.09,Harper,Mass Market Paperback,417,2003,1967,,09/09/18,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
21413662,What If? Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,0544272994,9780544272996,0,4.13,Houghton Mifflin Harcourt,Hardcover,303,2014,2014,,09/09/18,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
3981669,"The Pyramid Principle: Logical Writing, Thinking and Problem Solving",Barbara Minto,"Minto, Barbara",,0273710516,9780273710516,0,4.05,FT Press,Hardcover,177,2009,1987,,09/09/18,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,0375831002,9780375831003,3,4.38,Alfred A. Knopf,Hardcover,552,2006,2005,09/09/18,09/08/18,,,read,,,,1,,,0,,,,,
13707560,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,0393071952,9780393071955,0,3.94,W. W. Norton  Company,Hardcover,260,2013,2012,,09/09/18,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
19341732,10 ½ Things No Commencement Speaker Has Ever Said,Charles Wheelan,"Wheelan, Charles",Peter  Steiner,,,0,4.01,W. W. Norton & Company,Kindle Edition,128,2012,2012,,09/09/18,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,0062407805,9780062407801,5,4.38,Harper Business,Hardcover,274,2016,2016,06/09/18,28/08/18,,,read,,,,1,,,0,,,,,
23203887,Why I Am An Atheist,Bhagat Singh,"Singh, Bhagat",Bipan Chandra,8123748140,9788123748146,4,4.44,National Book Trust,Paperback,48,2006,1931,06/09/18,01/05/18,,,read,,,,1,,,0,,,,,
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,1476738017,9781476738017,5,4.35,Atria Books,Hardcover,337,2014,2012,01/09/18,26/08/18,,,read,,,,1,,Archit Dugar,0,,,,,
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,1594489505,9781594489501,4,4.38,Riverhead Books,Hardcover,372,2007,2007,19/05/18,11/05/18,,,read,,,,1,,,0,,,,,
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,006124189X,9780061241895,4,4.18,Harper Business,Paperback,320,2006,1984,22/07/18,05/05/18,,,read,,,,2,,,0,,,,,
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,0393609391,9780393609394,3,4.07,W. W. Norton  Company,Hardcover,208,2017,2017,07/05/18,29/04/18,,,read,Last semester I would go to the common balcony of the hostel and would stare into the abyss for hours. All the turmoils that I was going through would cease to exist for that moment and I would comfortably stand to look upwards with the cold wind blowing to my face.<br/><br/>Probably that is why I couldn't resist myself from picking up this book. The author gives you the taste of the subject in a purely non-technical & philosophical way making you fall in love and craving for more. ,,,1,,,0,,,,,
12543,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,"Lamott, Anne",,0385480016,9780385480017,4,4.22,Anchor,Paperback,237,1995,1994,08/08/18,05/05/18,,,read,This book is about what really feels like to be a paperback writer and the real fun lies in the process and not the product.,,,1,,,0,,,,,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","Martin Hammond, Albert Wittstock, عادل مصطفى, Simone Mooij-Valk, Diskin Clay",0140449337,9780140449334,0,4.22,Penguin Books,Paperback,303,2006,180,,27/08/18,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
1486976,Myth = Mithya: A Handbook of Hindu Mythology,Devdutt Pattanaik,"Pattanaik, Devdutt",,0143099701,9780143099703,3,3.86,Penguin India,Paperback,227,2006,2006,23/08/18,26/08/18,,,read,An eloquent summary of Hindu Mythology. The book demystified the bedtime stories my grandmother told me.,,,1,,,0,,,,,
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,,,5,4.15,Allyn & Bacon,Hardcover,105,1999,1918,23/08/18,22/08/18,,,read,Most pragmatic book on writing.,,,1,,,0,,,,,
154060,A Mathematician's Apology,G.H. Hardy,"Hardy, G.H.",,0521427061,9780521427067,0,3.93,Cambridge University Press,Paperback,153,1992,1940,,22/08/18,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
35512284,The Book of Man,Osho,"Osho, Osho",,,,4,4,Penguin Ananda,Kindle Edition,232,2013,1999,27/07/18,23/07/18,,,read,,,,1,,Aditi Bhatt,0,,,,,
22876557,The Book of Women: A Celebration of Women and the Female Spirit (Foundations of a New Humanity),Osho,"Osho, Osho",,,,5,3.82,St. Martin's Griffin,Kindle Edition,225,2014,1976,22/07/18,16/07/18,,,read,,,,1,,Aditi Bhatt,0,,,,,
9561867,How to Write a Sentence: And How to Read One,Stanley Fish,"Fish, Stanley",,0061840548,9780061840548,3,3.47,Harper,Hardcover,176,2011,2011,18/08/18,11/08/18,,,read,,,,1,,,0,,,,,
168668,Catch-22,Joseph Heller,"Heller, Joseph",,0684833395,9780684833392,0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,17/08/18,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
154126,The Discovery of India,Jawaharlal Nehru,"Nehru, Jawaharlal",,0143031031,9780143031031,5,4.06,Penguin Group,Paperback,642,2004,1991,13/08/18,18/07/18,,,read,"She is a heterogeneous and anisotropic reservoir. Fractured and faulted whose pores are saturated with multiple phases. All the odds have always stacked against her. Even her cohesion has long remained a question yet she never has perished. She is a complex process, not a supercomputer can simulate. A book that is unputdownable. A story that has been told, retold and untold by different narrators time after time. She is unprecedented in her approach and way of life. She isn't about sharing the common history and the common geography. She is a concoction. She is a conundrum.  She is a concept. She is India. Not a country she is for the forces that make a country has remained far away from her. Her nature is not permeable to conventional ideas, man she is difficult to handle and difficult to understand. <br/><br/>Therefore in schools I believe, they should teach a subject called India. India is not a country but a concept. Concept weaved by the great men and women who took birth on her soil, who toiled her soil, and for whom she bored all her fruits. The thing about concepts is that they need to be beautifully explained, otherwise they lead to confusions. And history has taught us well what a bunch of confused people can do. Without a doubt, the standard textbook for this subject should be The Discovery of India by Jawaharlal Nehru. His articulation of the concept India is should be read by every Indian. Not only has he articulated it well but also he has envisioned it. <br/><br/>A subtle twist in the history, a butterfly flapping her wings somewhere, would have changed the entire course. An evil thought in the minds of her leaders would have resulted in catastrophe. The gift we have today of distinct unity and diversity would have been snatched away and India would have turned into a country and her concept would have been forgotten.<br/><br/>Indian freedom struggle was a gift for the future. It wasn't only about getting rid of the imperial rule, rather it was a quest for the meaning India would possess. It was about understanding this woman and learning to love her despite all her faults and fractures. Despite the fact that she wasn't exclusive to one phase. Despite the fact that she wasn't perfect but full of heterogeneity and disharmonies. The freedom struggle was about finding the melodies in her sounds and making peace with her smell.<br/><br/>Happy Independence Day.",,,1,,,0,,,,,
18197067,Applied Petroleum Reservoir Engineering,Ronald E. Terry,"Terry, Ronald E.",J. Brandon Rogers,0133155587,9780133155587,5,4.46,Pearson,Hardcover,528,2014,2014,09/08/18,30/07/18,petroleum-engineering,petroleum-engineering (#3),read,By far the second best book on Reservoir Engineering I ever read. The concepts are explained in a lucid way and the book unfolds like a story. The prerequisite to read this book would be to know about rock and fluid properties. The best book on Reservoir Engineering still remains to be by L.P. Dake. But then that's the tough book to start with for the uninitiated.,,,1,,,0,,,,,
36065279,I Do What I Do,Raghuram G. Rajan,"Rajan, Raghuram G.",,9352770145,9789352770144,0,4.03,HarperCollins India,Hardcover,344,2017,2017,,04/08/18,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
40963142,"Origin (Robert Langdon, #5)",Dan Brown,"Brown, Dan",,,,0,3.87,Anchor,Kindle Edition,463,2017,2017,,31/07/18,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
314508,Petroleum Production Systems,Michael J. Economides,"Economides, Michael J.","Daniel A. Hill, Christine Ehlig-Economides",013658683X,9780136586838,4,3.68,Prentice Hall,Hardcover,624,1993,1993,30/07/18,15/07/18,petroleum-engineering,petroleum-engineering (#2),read,,,,1,,,0,,,,,
18875603,What is Life? (Canto Classics),Erwin Schrödinger,"Schrödinger, Erwin",Roger Penrose,,9781107389700,0,4.15,Cambridge University Press,Kindle Edition,201,2012,1944,,24/07/18,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
36580668,In Praise of Wasting Time,Alan Lightman,"Lightman, Alan",,1501154362,9781501154362,0,3.67,Simon  Schuster/ TED,Hardcover,128,2018,,,20/07/18,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
20821049,The Moral Case for Fossil Fuels,Alex      Epstein,"Epstein, Alex",,1591847443,9781591847441,5,4.1,Portfolio,Hardcover,248,2014,2014,16/07/18,02/07/18,,,read,,,,1,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,,,5,3.93,Harper,ebook,224,2016,2016,15/07/18,11/07/18,,,read,,,,1,,,0,,,,,
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,1400069289,9781400069286,4,4.11,Random House,Hardcover,375,2012,2012,31/05/18,28/05/18,,,read,"The book can be summarized in three words, Cue Routine Reward. The habit loop framework is conceptualized and explained with detailed case studies. It definitely leaves you with an understanding of how habits emerge, how to change them, and how to be empowered from them, yet something feels missing from the book. It just dosen't ignite the spark.",,,1,,,0,,,,,
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,,,0,3.83,Grove,Paperback,109,2011,1952,,13/07/18,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
12633800,Models: Attract Women Through Honesty,Mark Manson,"Manson, Mark",,1463750358,9781463750350,3,4.29,Createspace Independent Publishing Platform,Paperback,246,2011,2011,12/07/18,11/07/18,,,read,,,,1,,,0,,,,,
8966364,Crude World: The Violent Twilight of Oil,Peter Maass,"Maass, Peter",,,,0,3.74,,Kindle Edition,288,,2009,,12/07/18,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
181256,Learning How to Learn: Psychology and Spirituality in the Sufi Way,Idries Shah,"Shah, Idries",Doris Lessing,0140195130,9780140195132,0,4.4,Penguin Books,Paperback,320,1996,1978,,09/07/18,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
169354,"The Prize: The Epic Quest for Oil, Money, and Power",Daniel Yergin,"Yergin, Daniel",,0671799320,9780671799328,5,4.42,Free Press,Paperback,885,1993,1991,06/07/18,30/03/18,,,read,,,,1,,,0,,,,,
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",Joost Elffers,0140280197,9780140280197,5,4.14,Penguin (Business),Paperback,452,2000,1998,03/07/18,09/06/18,,,read,,,,1,,,0,,,,,
13187824,Abundance: The Future Is Better Than You Think,Peter H. Diamandis,"Diamandis, Peter H.",Steven Kotler,1451614217,9781451614213,0,4.1,Free Press,Hardcover,400,2012,2012,,02/07/18,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
30151800,Crude Volatility: The History and the Future of Boom-Bust Oil Prices,Robert McNally,"McNally, Robert",,023117814X,9780231178143,0,4.17,Columbia University Press,Hardcover,336,2017,,,02/07/18,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
36373616,Energy: A Human History,Richard Rhodes,"Rhodes, Richard",,1501105353,9781501105357,0,3.74,Simon  Schuster,Hardcover,480,2018,2018,,02/07/18,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
10807230,Life Without Oil: Why We Must Shift to a New Energy Future,Steve Hallett,"Hallett, Steve",John Wright,1616144017,9781616144012,0,4.02,Prometheus Books,Hardcover,435,2011,2011,,02/07/18,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
36613747,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,"Pollan, Michael",,0241294223,9780241294222,0,4.18,Allen Lane,Hardcover,480,2018,2018,,30/06/18,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
71728,Jonathan Livingston Seagull,Richard Bach,"Bach, Richard",Russell Munson,0743278909,9780743278904,3,3.85,Scribner,Paperback,112,2006,1970,29/06/18,28/06/18,,,read,,,,1,,,0,,,,,
1117634,Small Is Beautiful: Economics as if People Mattered,Ernst F. Schumacher,"Schumacher, Ernst F.",,0060916303,9780060916305,0,4.12,Harper Perennial,Paperback,352,1989,1973,,28/06/18,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
73127,Secrets of Power Negotiating: Inside Secrets from a Master Negotiator,Roger Dawson,"Dawson, Roger",,1564144984,9781564144980,0,4.11,Career Press,Paperback,319,2000,1988,,25/06/18,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
6498793,Oilwell Drilling Engineering: Principles And Practice,H. Rabia,"Rabia, H.",,0860107140,9780860107149,5,4.35,Springer,Paperback,400,1986,1986,25/06/18,18/06/18,petroleum-engineering,petroleum-engineering (#1),read,,,,1,,,0,,,,,
8493026,The Philosophy Book: Big Ideas Simply Explained,Will Buckingham,"Buckingham, Will","Douglas Burnham, Clive Hill, Peter J. King, John Marenbon, Marcus Weeks",0756668611,9780756668617,0,4.17,DK Publishing,Hardcover,352,2011,2010,,25/06/18,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
5131,The Perennial Philosophy,Aldous Huxley,"Huxley, Aldous",,006057058X,9780060570583,0,4.05,Harper Perennial Modern Classics,Paperback,336,2004,1944,,25/06/18,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
29214420,Doughnut Economics: Seven Ways to Think Like a 21st-Century Economist,Kate Raworth,"Raworth, Kate",,1847941389,9781847941381,0,4.21,Random House Business,Paperback,384,2017,2017,,24/06/18,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,000100039X,9780001000391,3,4.22,Rupa & Co,Paperback,127,2010,1923,20/06/18,19/06/18,,,read,Amazing wordplay. The prose will appeal to individuals differently and one shall find different meaning as he re-reads and grows old.,,,1,,,0,,,,,
20821140,World Order,Henry Kissinger,"Kissinger, Henry",,1594206147,9781594206146,0,4.06,Penguin Press,Hardcover,420,2014,2014,,19/06/18,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
781183,Diplomacy,Henry Kissinger,"Kissinger, Henry",Γιούρι Κοβαλένκο,0671510991,9780671510992,0,4.23,Simon & Schuster,Paperback,912,1995,1994,,19/06/18,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
774088,Difficult Conversations: How to Discuss What Matters Most,Douglas Stone,"Stone, Douglas","Bruce Patton, Sheila Heen",014028852X,9780140288520,0,4.06,Penguin Books,Paperback,272,2000,1999,,18/06/18,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
172732,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,"Guevara, Ernesto Che",Aleida Guevara March,1876175702,9781876175702,3,3.77,Ocean Press,Paperback,175,2003,1992,17/06/18,15/06/18,,,read,,,,1,,,0,,,,,
45685,The Canterville Ghost,Oscar Wilde,"Wilde, Oscar","Inga Moore, Giada Riondino, Suat Ertüzün",0744549515,9780744549515,3,3.89,Walker Books,Hardcover,126,1997,1887,,24/05/18,,,read,,,,1,,,0,,,,,
19009455,Fermat's Last Theorem,Simon Singh,"Singh, Simon",,,,4,4.27,HarperPress,Kindle Edition,368,2012,1997,,31/05/18,,,read,,,,1,,,0,,,,,
124429,"The Last Mughal: The Fall of a Dynasty: Delhi, 1857",William Dalrymple,"Dalrymple, William",,1400043107,9781400043101,5,4.16,Alfred A. Knopf,Hardcover,534,2007,2006,,13/06/18,to-read,to-read (#12),to-read,,,,1,,,0,,,,,
34890015,Myth = Mithya: A Handbook of Hindu Mythology,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund",1473637465,9781473637467,5,4.35,Sceptre,Hardcover,342,2018,2018,14/06/18,31/05/18,,,read,,,,1,,,0,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,,,5,4.09,Random House: Modern Library,Paperback,272,2004,1890,09/06/18,04/06/18,,,read,,,,1,,,0,,,,,
6610623,The Idea of Justice,Amartya Sen,"Sen, Amartya",,0674036131,9780674036130,0,4.01,Belknap,Hardcover,467,2009,2009,,07/06/18,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
825690,Indian Summer: The Secret History of the End of an Empire,Alex von Tunzelmann,"Tunzelmann, Alex von",,0743285883,9780743285889,5,4.05,Simon & Schuster,Hardcover,464,2007,2007,04/06/18,31/05/18,,,read,,,,2,,,0,,,,,
12935037,Principles (Summary),Ray Dalio,"Dalio, Ray",,,,0,4.15,www.bwater.com,ebook,106,2011,2011,,31/05/18,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
31850765,Energy and Civilization: A History,Vaclav Smil,"Smil, Vaclav",,0262035774,9780262035774,0,4.11,The MIT Press,Hardcover,568,2017,2017,,31/05/18,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
11060744,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,,,5,4.18,Methuen,Kindle Edition,104,2011,1895,24/05/18,24/05/18,,,read,,,,2,,,0,,,,,
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,1476746583,9781476746586,0,4.32,Scribner,Hardcover,531,2014,2014,,07/05/18,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
13533740,Thomas Jefferson: The Art of Power,Jon Meacham,"Meacham, Jon",,1400067669,9781400067664,0,3.98,Random House,Hardcover,759,2012,2012,,07/05/18,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
1081413,Super Crunchers: Why Thinking-By-Numbers Is the New Way to Be Smart,Ian Ayres,"Ayres, Ian",,0553805401,9780553805406,0,3.7,Bantam Books,Hardcover,260,2007,2007,,05/05/18,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
16270836,After Oil: SF Visions Of A Post-Petroleum World,John Michael Greer,"Greer, John Michael",,0984376453,9780984376452,0,3.78,Founders House Publishing LLC,Paperback,244,2012,2012,,05/05/18,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
20613671,Economics: The User's Guide,Ha-Joon Chang,"Chang, Ha-Joon",,1620408120,9781620408124,0,4.17,Bloomsbury Press,Hardcover,384,2014,2014,,05/05/18,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
6452731,Justice: What's the Right Thing to Do?,Michael J. Sandel,"Sandel, Michael J.",,0374180652,9780374180652,5,4.31,Farrar Straus Giroux,Hardcover,308,2009,2005,05/05/18,25/04/18,,,read,,,,1,,,0,,,,,
42389,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,"Ambrose, Stephen E.",,0743464117,9780743464116,0,4.38,Simon & Schuster; Media Tie-In edition,Paperback,432,2002,1992,,05/05/18,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
2318271,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,1401323251,9781401323257,0,4.24,Hachette Books,Hardcover,206,2008,2008,,05/05/18,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
