Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
19543,Where the Wild Things Are,Maurice Sendak,"Sendak, Maurice",,0099408392,9780099408390,0,4.21,Red Fox,Paperback,38,2000,1963,,07/03/21,to-read,to-read (#360),to-read,,,,0,,,0,,,,,
36294636,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,,,0,4.36,Scribner,Kindle Edition,360,2017,2017,,07/03/21,to-read,to-read (#358),to-read,,,,0,,,0,,,,,
21792828,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,,,0,4.05,Knopf,Kindle Edition,354,2014,2014,,07/03/21,to-read,to-read (#357),to-read,,,,0,,,0,,,,,
19816540,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,,,0,4.2,Random House,Kindle Edition,368,2014,2009,,07/03/21,to-read,to-read (#356),to-read,,,,0,,,0,,,,,
34805848,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,Robert Wright,"Wright, Robert",,,,0,4,Simon & Schuster,Kindle Edition,337,2017,2017,,07/03/21,to-read,to-read (#355),to-read,,,,0,,,0,,,,,
35968998,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,,,0,4.22,Viking,Kindle Edition,528,2018,2018,,07/03/21,to-read,to-read (#354),to-read,,,,0,,,0,,,,,
29360011,The Obesity Code: Unlocking the Secrets of Weight Loss,Jason Fung,"Fung, Jason",Timothy Noakes,,,0,4.39,Greystone Books,Kindle Edition,330,2016,2016,,07/03/21,to-read,to-read (#353),to-read,,,,0,,,0,,,,,
37761254,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,,,0,4.12,HarperCollins e-books,Kindle Edition,382,2017,2008,,07/03/21,to-read,to-read (#352),to-read,,,,0,,,0,,,,,
55160091,The Ultimate Goal: A Former R&AW Chief Deconstructs How Nations Construct Narratives,Vikram Sood,"Sood, Vikram",,,,0,4.44,,Kindle Edition,,2020,,,28/02/21,to-read,to-read (#351),to-read,,,,0,,,0,,,,,
52275335,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill  Gates,"Gates, Bill",,0241448301,9780241448304,0,4.23,Allen Lane,Hardcover,272,2021,2021,,28/02/21,to-read,to-read (#350),to-read,,,,0,,,0,,,,,
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,0805079831,9780805079838,0,4.23,Metropolitan Books,Hardcover,558,2007,2006,,28/02/21,to-read,to-read (#349),to-read,,,,0,,,0,,,,,
20696000,The Hundred-Year Marathon: China's Secret Strategy to Replace America as the Global Superpower,Michael Pillsbury,"Pillsbury, Michael",,1627790101,9781627790109,0,4.22,Henry Holt and Co.,Hardcover,336,2015,2014,,28/02/21,to-read,to-read (#348),to-read,,,,0,,,0,,,,,
40691000,Haunted by Chaos: China’s Grand Strategy from Mao Zedong to Xi Jinping,Sulmaan Wasif Khan,"Khan, Sulmaan Wasif",,,,0,3.95,Harvard University Press,Kindle Edition,324,2018,,,28/02/21,to-read,to-read (#347),to-read,,,,0,,,0,,,,,
25135194,Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics,Tim Marshall,"Marshall, Tim",,1783961414,9781783961412,0,4.2,Elliott & Thompson,Hardcover,256,2015,2015,,28/02/21,to-read,to-read (#346),to-read,,,,0,,,0,,,,,
29496076,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"Grann, David",,0385534256,9780385534253,0,4.06,Doubleday,ebook,359,2017,2017,,27/02/21,to-read,to-read (#345),to-read,,,,0,,,0,,,,,
27845690,The Course of Love,Alain de Botton,"Botton, Alain de",,0241145473,9780241145470,4,4.04,Hamish Hamilton,Hardcover,240,2016,2016,27/02/21,18/02/21,,,read,"Alain de Bottom takes two archetypical characters and weaves an enduring love story but instead of ending the story with a happily ever after (or the tragic death of one of the lovers), he pulls the curtains from the unshiny parts of the relationship which romantics never bother to show. He is trying to tell you that everything that you have learned about love from movies, novels, music, and poetry is absurd. The idea of romanticism is absurd and rather fatal to our chances of long-term happiness. He says what we typically call love is only the start of love. And that love is a skill, not just enthusiasm. He goes on to the extent of saying, in many ways marriage is a pretty nasty thing to do to someone you claim to love. He takes you through love as a semester-long university course and as a fine professor, he leaves in awe of your newfound vision to see the world. I recommend this book to anyone looking for the answer to the question: what is love? In my humble opinion, the second most difficult question humans face every day after: why are we here?  <br/><br/>Ratings: 4.5/5",,,1,,,0,,,,,
31128284,Who Moved My Interest Rate: Leading the Reserve Bank Through Five Turbulent Years,Duvvuri Subbarao,"Subbarao, Duvvuri",,,,0,4.1,Viking,Kindle Edition,291,2016,,,26/02/21,to-read,to-read (#344),to-read,,,,0,,,0,,,,,
55692620,The Soulmate Equation,Christina Lauren,"Lauren, Christina",,1982123966,9781982123963,0,4.24,Gallery Books,Hardcover,368,2021,2021,,15/02/21,to-read,to-read (#343),to-read,,,,0,,,0,,,,,
23848559,Furiously Happy: A Funny Book About Horrible Things,Jenny  Lawson,"Lawson, Jenny",,1250077001,9781250077004,0,3.88,Flatiron Books,Hardcover,329,2015,2015,,13/02/21,to-read,to-read (#342),to-read,,,,0,,,0,,,,,
16884,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,0684813785,9780684813783,0,4.36,Simon & Schuster,Paperback,886,1995,1986,,12/02/21,to-read,to-read (#341),to-read,,,,0,,,0,,,,,
547573,Everybody Loves a Good Drought,Palagummi Sainath,"Sainath, Palagummi",,,,0,4.3,Penguin India,Paperback,470,2000,1996,,09/02/20,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
45885033,The Switch,Beth O'Leary,"O'Leary, Beth",,1787474992,9781787474994,0,4.05,Quercus,Hardcover,328,2020,2020,,05/01/21,to-read,to-read (#335),to-read,,,,0,,,0,,,,,
33290408,"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,,,4,3.94,RosettaBooks,Kindle Edition,290,,1965,28/01/21,07/01/21,,,read,"Now that's the thing with Kurt Vonnegut, it takes patience to be able to enjoy his brilliance. In the first reading you might think, this is not making any sense. I can hardly explain the plot of this book to my friends. You might even start questioning your sanity and your reading skills. But don't worry, that's okay, you are not completely useless or insane, and even if you are then know that this book is just trying to tell that even useless people can be loved.<br/><br/><blockquote><br/>The problem is this: <b>How to love people who have no use?</b><br/><br/>""In time, almost all men and women will become worthless as producers of goods, food, services, and more machines, as sources of practical ideas in the areas of economics, engineering, and probably medicine, too. So — if we can't find reasons and methods for treasuring human beings because they are <i>human beings</i>, then we might as well, as has so often been suggested, rub them out.”<br/></blockquote><br/><br/>It's hard to rate this book, to be honest. It was somewhere between 3 and 4 but where? I don't know. ",,,1,,,0,,,,,
42956579,Leading From The Front : From Army To Corporate World,Col. S.P. Wahi,"Wahi, Col. S.P.",,,9789382297345,0,0,,Hardcover,,2013,,,20/01/21,to-read,to-read (#340),to-read,,,,0,,,0,,,,,
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,0307719219,9780307719218,0,4.07,Crown Business,Hardcover,529,2012,2012,,18/01/21,to-read,to-read (#339),to-read,,,,0,,,0,,,,,
37542581,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,"Macintyre, Ben",,0771060335,9780771060335,5,4.47,Signal,Hardcover,384,2018,2018,17/01/21,29/11/20,,,read,"The best things in life arrive when you are not looking for them. Two weeks ago, I was looking forward to reading nonfiction — any nonfiction, I had been feeling overwhelmed by reading primarily fiction last year. When my friend (Nahid) told me about this book, my first thought was that it would be a book full of exposition about intelligence agencies and geopolitics. I'll have to drag through this book, there will be things I won't understand, and I might not even have the curiosity to understand. I decided to give it a read anyway. I had no expectations that in pages to come, there will be moments when I'll forget to breathe, moments when my heart will be in my mouth, moments when I'll feel like a kid on the first rollercoaster ride of his life. How many times does it happen that the best things arrive when you are not looking for them?<br/><br/>This is the story of Oleg Gordievsky alias <i>SUNBEAM</i> alias <i>GORMSSON</i> alias <i>GORNOV</i> alias <i>NOCTON</i> alias <i>OVATION</i> alias <i>PIMLICO</i> alias <i>TICKLE</i> (because important people have more than one name): colonel of the KGB (Secret Police Force of USSR) who becomes an agent for MI6 (British Secret Intelligence Service). He was disenchanted from KGB, especially after the Soviet Rain on the Prague Spring. While working as an illegal in Denmark for KGB. He had attended classical-music concerts. He had devoured western literature. He had traveled to every corner of that country. And he did it sometimes on spy business, but mostly for the pleasure of being able to do so. He had seen how beautiful life can be when you leave behind the cacophony of lies and the chains of propaganda. It was remarkable to learn that the ideology that originated to librated the unliberated ended up imprisoning an entire country. There are many reasons people attribute to why Oleg became a double agent, but the one that stands out is his cultural superiority.<br/><br/><blockquote>There is a very good reason, he reflected, why ordinary Soviet citizens were not permitted to travel abroad: who but a fully indoctrinated KGB officer would be able to taste such freedom and resist the urge to stay?</blockquote><br/><br/>Oleg after his recruitment to MI6 becomes the station chief of KGB in London and continues to help the MI6 and the west understand how Kremlin works. He is instrumental in saving a nuclear disaster and strengthening British-Soviet ties by identifying Mikhail Gorbachev as the Soviet heir-apparent. He helps the western intelligence agencies filtering the moles in their departments. And in some ways, he plays a subtle role in the dissolution of the USSR.<br/><br/>In 1985, Oleg is called back to Moscow abruptly. Somebody has betrayed him. KGB abducts him, drugs him, interrogate him for treason, but somehow releases him into ghettos. He is told to never work abroad again. KGB is just bidding its time, looking for the solid proof against him, there is no hurry, and Oleg is left to rut like a mouse. How long will he be able to survive like that? Eventually, he'll break down. <br/><br/>Years ago, MI6 had already planned for a situation like that, the plan to exfiltrate Oleg from USSR was called PIMLICO. Everyone knows that one cannot simply leave USSR without the Kremlin's consent, and especially if the one who is planning to leave is someone under suspicion for treachery. The chances of the success of that plan are slim...rather there are hardly any chances at all, and the repercussion of such a mission on diplomacy is immense. Yet, despite everything MI6 with the in-principle approval of then prime minister Margaret Thatcher goes ahead with the PIMLICO. And they do that for a very simple but hard to swallow reason: <b><i>morality.</i></b><br/><br/>In this book, you meet a man, who puts his life in danger for freedom and democracy, betraying his own family, friends, people, and country. His love for the idea he fought to protect takes precedence over his love for the woman he married. Every time Gordievsky is successful in a mission, you smile. Every time Gordievsky is close to getting caught, you pant. You feel his fears and his pains and his excitement. And you live through the story of this incredible man, meanwhile learning a thing or two about these intelligence officers making brush contacts, doing dead drops, or performing dry cleaning. <br/><br/><blockquote>Oleg Gordievsky still lives a double life. To his suburban neighbors, the bowed, bearded old man living quietly behind the tall hedges is just another old-age pensioner, a person of little consequences. In reality he is someone else entirely, a figure of profound historical importance and a remarkable man: proud, shrewd, irascible, his brooding manner illuminated by sudden flashes of ironic humor. He is sometimes hard to like, and impossible not to admire. He has no regrets, he says, but from time to time he will break off in mid-conversations and stare darkly into a distance only he can see. He is one of the bravest people I have ever met, and one of the loneliest.</blockquote><br/><br/>How many times does it happen that the best things arrive when you are not looking for them? I hoped to read nonfiction with the motives of educating myself but ended up with an experience that the best of novels find hard to provide.",,,1,,,0,,,,,
655627,"Agent Zigzag: A True Story of Nazi Espionage, Love, and Betrayal",Ben Macintyre,"Macintyre, Ben",,0307353400,9780307353405,0,4.09,Crown,Hardcover,364,2007,2007,,17/01/21,to-read,to-read (#338),to-read,,,,0,,,0,,,,,
37552025,Thirteen,Steve Cavanagh,"Cavanagh, Steve",,1409170675,9781409170679,0,4.22,Orion,Paperback,356,2018,2018,,10/01/21,to-read,to-read (#337),to-read,,,,0,,,0,,,,,
13674,The Life and Games of Mikhail Tal,Mikhail Tal,"Tal, Mikhail","Iakov Damsky, Kenneth P. Neat",1857442024,9781857442021,0,4.54,Everyman Chess,Paperback,496,1997,1978,,08/01/21,to-read,to-read (#336),to-read,,,,0,,,0,,,,,
22026,The Sicilian,Mario Puzo,"Puzo, Mario",,0345441702,9780345441706,3,3.99,Ballantine Books,Paperback,416,2001,1984,07/01/21,08/08/19,,,read,"In chess, one of the most combative and powerful opening for black is Sicilian Defence. It's not an opening for the lazy, or defensive, or the weak-hearted. It's for a ruthlessly brave Sicilian. It has elements of romanticism, bloodshed, justice, betrayal, and treachery. Much like the Mario Puzo's novel The Sicilian. <br/><br/><blockquote>""That is Sicily,"" the Don said. ""There is always treachery within treachery within treachery.""</blockquote><br/><br/>This is a gripping story of Turi Giuliano — a bandit hero of Sicily, a modern day Robin Hood, who fights against the injustices of the Rome and the Mafia, and is revered by the common citizens of the country. A power tussle exists between Don Croce (nominal head of Mafia, Friends of the Friends) and Turi which constitutes the spine of the story. And although Don is able to outwit Turi in the end to death, continuing to live a lifeless life, Turi becomes a mythical hero...a legend. This book takes you to the Sicily, her cities, her people, and her mountains, and it would be fair to say that Sicily in this novel is not just a setting, but also a character. I'll tell you the honest reason why I wanted to read this book, few years ago, looking at the map of the Italy and Sicily, a friend of mine exclaimed to me: look, it looks like a shoe (Italy) kicking Sicily. That was the inciting incident for me to put The Godfather and The Sicilian in my Kindle.  <br/><br/>Although this book kept me hooked till the last page, filling my imagination with vivid details, the complaint I have with this book is that all the minor character felt quite hollow to me, they felt as if they were just place holders. I'm not sure how long I am going to remember this story. I might change my opinion as the time will pass me by, but for now I'd say that The Sicilian, contrary to my expectations, did not possess the magic The Godfather did.",,,1,,,0,,,,,
51014619,Good Economics for Hard Times: Better Answers to Our Biggest Problems,Abhijit V. Banerjee,"Banerjee, Abhijit V.",Esther Duflo,,,0,4.27,PublicAffairs,Kindle Edition,417,2019,2019,,04/01/21,to-read,to-read (#334),to-read,,,,0,,,0,,,,,
43889703,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,"Zuckerman, Gregory",,0241309727,9780241309728,0,4.06,Portfolio Penguin,Paperback,359,2019,2019,,04/01/21,to-read,to-read (#333),to-read,,,,0,,,0,,,,,
99561,Looking for Alaska,John Green,"Green, John",,,,4,4.01,Speak,Paperback,221,2006,2005,01/02/19,15/01/19,,,read,I would have enjoyed this book more as a teenager than I did as a young adult. Alas-ka I deedn't reed as a teen. My three takeaways from this book:<br/><br/>1. The Great Perhaps<br/>2. The Last Words<br/>3. Lara's Accent,,,1,,,0,,,,,
20447658,The Zone of Interest,Martin Amis,"Amis, Martin",,0385353499,9780385353496,0,3.7,Knopf,Hardcover,306,2014,2014,,01/01/21,to-read,to-read (#332),to-read,,,,0,,,0,,,,,
53025903,The Book of Lost Friends,Lisa Wingate,"Wingate, Lisa",,1984819887,9781984819888,0,4.18,Ballantine Books,Hardcover,388,2020,2020,,01/01/21,to-read,to-read (#331),to-read,,,,0,,,0,,,,,
51199750,"Some Assembly Required: Decoding Four Billion Years of Life, from Ancient Fossils to DNA",Neil Shubin,"Shubin, Neil",,,,0,4.15,Pantheon,Hardcover,288,2020,2020,,01/01/21,to-read,to-read (#330),to-read,,,,0,,,0,,,,,
24233708,"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,"Green, Hank",,,,0,4.03,Dutton,Kindle Edition,343,2018,2018,,01/01/21,to-read,to-read (#328),to-read,,,,0,,,0,,,,,
49003616,"A Beautifully Foolish Endeavor (The Carls, #2)",Hank Green,"Green, Hank",,152474347X,9781524743475,0,4.29,Dutton,Hardcover,452,2020,2020,,01/01/21,to-read,to-read (#329),to-read,,,,0,,,0,,,,,
52515165,We Dream of Space,Erin Entrada Kelly,"Kelly, Erin Entrada",,0062747304,9780062747303,0,4.18,Greenwillow Books,Hardcover,400,2020,2020,,01/01/21,to-read,to-read (#327),to-read,,,,0,,,0,,,,,
44900082,The List of Things That Will Not Change,Rebecca Stead,"Stead, Rebecca",,1101938099,9781101938096,0,4.27,Wendy Lamb Books,Hardcover,224,2020,2020,,01/01/21,to-read,to-read (#326),to-read,,,,0,,,0,,,,,
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,,,4,4.15,Viking,Hardcover,288,2020,2020,27/12/20,17/11/20,,,read,"This book reminded me of one of my all time favourite movie <i>It's a Wonderful Life</i>. George Bailey can't take the problems the life is pestering him with anymore, and he decides to end it all by jumping off the bridge. But it's Christmas! And he's rescued by a guardian angel from heaven. You can save someone's life, but how do you save someone who wishes he had never been born? The angel shows him what his town would have looked like if he hadn't been for all the good deeds over the year. And George Bailey learns that the lives of the people in his town and his family would have been vastly different if it not had been for him. The entire town in the end chips in for the loan that Bailey was finding impossible to pay. Everyone in their own capacities tries their best to help him out, why? Because when they all needed him, he was there to help, he was there because he had this life. Bailey's brother makes a toast, ""George is the richest man in the town."" And indeed he is, for he has friends. The angel leaves Bailey with the message: <i>""no man is a failure who has friends.""</i> <br/><br/>I'll be lying if I say I didn't shed tears at the end of the film. And I guess that's just what life is, with the fibre of your being touching mine, and we all shaping each other's realities. <br/><br/>I had very high expectations from this book for three reasons: a) it was the winner of Goodreads Choice Awards b) it has the premise and the title which as a lover of books you just can't ignore. c) it reminded me of my all time favourite movie (in reverse in some sense). <br/><br/><blockquote>'Between life and death there is a library,' she said. 'And within that library, the shelves go on for ever. Every book provides a chance to try another life you could have lived. To see how things would be if you had made other choices . . . Would you had done anything different, if you had the chance to undo your regrets?</blockquote><br/><br/>When I read this, I knew I'll be completing this book because c'mon who doesn't have regrets? Liars? Even liars regret not telling the truth somewhere inside their hearts. Nora Seeds just wanted to die, just like George Baily, and I wanted to know what will change her mind? At the Midnight Library, Nora opens different books to live the different regrets she had, but even after her every dream is fulfilled one by one, she realizes that something is missing, she learns that maybe there is no end to the book of regrets. Thoreau said, <i>'It's not what you look at that matters, it's what you see.'</i> And by sliding through these lives, Nora learns how to see. It is quite a revelation for Nora to discover that the place she wanted to escape to is the exact same place she escaped from. That the prison wasn't the place, but the perspective.<br/><br/>While reading this book sitting on the makeshift chair on the deck of the living quarter of the offshore platform I work at, looking at the beautiful sun setting into the sea, I thought to myself, this place...which sometimes feels like a prison, because of improper connectivity with friends and family, can also be looked at as an exotic vacation destination, and in those moments I felt what the author was trying to say.<br/><br/><blockquote>It is easy to mourn the lives we aren't living. Easy to wish we'd developed other talents, said yes to different offers. Easy to wish we'd worked harder, loved better, handled our finance more astutely, been more popular, stayed in the band, gone to Australia, said yes to the coffee or done more bloody yoga.<br/><br/>But it is not the lives we regret not living that are the real problem. It is the regret itself. It's the regret that makes us shrivel and wither and feel like our own and other people's worst enemy. <br/><br/>We can't tell if any of those other versions would have been better or worse. Those lives are happening, it is true, but you are happening as well, and that is the happening we have to focus on.<br/><br/>We don't have to do everything in order to be everything, because we are already infinite. While we are alive we always contain a future of multifarious possibilities.</blockquote> <br/><br/>The thing is that at some point of time you are going to regret the things you have done or maybe not done, but that regret is the enemy, not the things you have done or maybe not done, and that's what I guess Matt Haig wants us to remember.<br/><br/>Thank you Nahid Shaikh for making me read this book. I hope you finish it soon, and I am super glad to tell you that it wasn't as good as Anxious People. But still it was a fine book. Probably the only complain (and it's a big one) I had from this book was that after a point, the book was highly predictable, you can just feel where the story is going. Also Matt's writing style can sometimes be cute and can sometimes be annoying. In a parallel universe this novel could have just been a novella, and I would have given it 5 stars.",,,1,,,0,,,,,
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,,,0,4.39,Harriman House,Paperback,252,2020,2020,,30/12/20,to-read,to-read (#325),to-read,,,,0,,,0,,,,,
48654,"Story: Substance, Structure, Style, and the Principles of Screenwriting",Robert McKee,"McKee, Robert",,0060391685,9780060391683,5,4.27,It Books,Hardcover,466,1997,1997,28/12/20,02/11/20,,,read,"I promise I'm going to write a review for this book. I promise. But I'm going to do it next year. I can't help, this book is just too good to be reviewed at 3 AM. All I want to say for now is that this is definitely the most helpful book I've read for my writing endeavours. Most books I used to read before used to tell me how to make your prose more beautiful, but this book told me how to tell amazing stories. And I realized the reasons why I was particularly never good at that craft. Have you ever read a book where the author says, hey, I know that's how you do it, and you are like, yes, that's how it's done, and then the author says, look, I'm not gonna lie to you, but the way you do it SUCKS. And you are infuriated for a moment. Uh how can he...what the hell...oh wait I see the point...oh my god, I really sucked. Yes. Yes. This is that book. I think it's not even a book, it's a slap on the face of every lousy storyteller. And I feel so satisfied having received this slap. I'm going to comeback soon, and tell you all about it. If we are lucky, then I'll make notes out of this book, and post it here. And I am not making it up. I am not telling you stories. Goodnight. It's getting late. ",,,1,,,0,,,,,
36478784,The Flatshare,Beth O'Leary,"O'Leary, Beth",,1787474402,9781787474406,0,4.1,Quercus,Hardcover,394,2019,2019,,30/12/20,to-read,to-read (#324),to-read,,,,0,,,0,,,,,
50542735,Your Next Five Moves: Master the Art of Business Strategy,Patrick Bet-David,"Bet-David, Patrick",,1982154829,9781982154820,0,4.28,Gallery Books,ebook,275,2020,,,29/12/20,to-read,to-read (#323),to-read,,,,0,,,0,,,,,
34196111,"Entrepreneurial You: Monetize Your Expertise, Create Multiple Income Streams, and Thrive",Dorie Clark,"Clark, Dorie",,1633692272,9781633692275,0,3.99,Harvard Business Review Press,Hardcover,272,2017,2017,,29/12/20,to-read,to-read (#322),to-read,,,,0,,,0,,,,,
43726521,These Truths: A History of the United States,Jill Lepore,"Lepore, Jill",,0393357422,9780393357424,0,4.42,W. W. Norton  Company,Paperback,960,2019,2018,,29/12/20,to-read,to-read (#321),to-read,,,,0,,,0,,,,,
34459,Metaphors We Live By,George Lakoff,"Lakoff, George",Mark  Johnson,0226468011,9780226468013,0,4.1,University of Chicago Press,Paperback,276,2003,1980,,29/12/20,to-read,to-read (#320),to-read,,,,0,,,0,,,,,
4948,The Very Hungry Caterpillar,Eric Carle,"Carle, Eric",,0241003008,9780241003008,0,4.28,Puffin Books,Board book,26,1994,1969,,28/12/20,to-read,to-read (#319),to-read,,,,0,,,0,,,,,
15824358,The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins,"Watkins, Michael D.",,1422188612,9781422188613,0,3.86,Harvard Business Review Press,Hardcover,304,2013,2003,,26/12/20,to-read,to-read (#318),to-read,,,,0,,,0,,,,,
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,0804139296,9780804139298,0,4.17,Crown Business,Hardcover,195,2014,2014,,26/12/20,to-read,to-read (#317),to-read,,,,0,,,0,,,,,
23197306,"No Better Friend: One Man, One Dog, and Their Extraordinary Story of Courage and Survival in WWII",Robert Weintraub,"Weintraub, Robert",,0316337064,9780316337069,0,4.14,"Little, Brown and Company",Hardcover,387,2015,2015,,26/12/20,to-read,to-read (#316),to-read,,,,0,,,0,,,,,
42194293,Stalingrad,Vasily Grossman,"Grossman, Vasily","Robert Chandler, Elizabeth Chandler",1681373270,9781681373270,0,4.29,NYRB Classics,Paperback,1088,2019,1952,,26/12/20,to-read,to-read (#315),to-read,,,,0,,,0,,,,,
48717952,Things I Learned from Falling,Claire  Nelson,"Nelson, Claire",,1783253509,9781783253500,0,4.22,Aster,Hardcover,272,2020,2020,,26/12/20,to-read,to-read (#314),to-read,,,,0,,,0,,,,,
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,,,0,4.13,Faber & Faber,Paperback,258,2005,1989,,26/12/20,to-read,to-read (#313),to-read,,,,0,,,0,,,,,
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,0735214484,9780735214484,0,4.15,Riverhead Books,Hardcover,352,2019,2019,,26/12/20,to-read,to-read (#312),to-read,,,,0,,,0,,,,,
6361501,A Young People's History of the United States: Columbus to the War on Terror,Howard Zinn,"Zinn, Howard",Rebecca Stefoff,1583228691,9781583228692,0,4.3,Triangle Square,Paperback,464,2009,1983,,26/12/20,to-read,to-read (#311),to-read,,,,0,,,0,,,,,
113946,How the Grinch Stole Christmas!,Dr. Seuss,"Seuss, Dr.",,0007173040,9780007173044,0,4.34,Harper Collins Children's Books,Hardcover,64,2004,1957,,25/12/20,to-read,to-read (#310),to-read,,,,0,,,0,,,,,
51642969,All The Lonely People,Mike Gayle,"Gayle, Mike",,,,5,4.29,Hodder & Stoughton,Kindle Edition,320,2020,2020,24/12/20,13/10/20,,,read,"As we grow old and old, our worlds grow smaller and smaller. With every year passing by the friends and family you can count on gets fewer in count. And in the end you are left all alone, just like you where born. Just like Hubert Bird. And when the last ray of hope is taken away from you, when the last sunshine dies, there is no heart left inside an old man to break. So he packs himself in the four walls of the place he once called home, and pretends to live on. I couldn't hold myself from crying as I reached the end of this book. And as I sit to write this review in the midnight I feel a little unsettled. I just cannot stop thinking about what I have just read. I'm not going to tell you much about the story, but I'm going to tell you that it is going to stay with me for a long long time. And whenever a writer is able to do that...leaving the story in hearts of his/her readers for a long long time, you know, that he/she is one brilliantly fine writer. Thank you Mike Gayle for this book, all the books you have written. I haven't read them, but I am going to. Thank you for breaking my heart and making me cry by telling me the story of this eighty-four year old gentleman, Hubert Bird. Thank you for making both of us realize that we are not alone in being alone.  <br/><br/><blockquote>'You see, the key to helping other people out of them loneliness is nothing more difficult than good old-fashioned perseverance. It's not always easy, me know that, but you've got to be willing to keep doors open, to carry on trying even if it doesn't look like it's working. You've got to refuse to give up on people, even if them given up on themselves.' Hubert paused again, reflecting on just how lonely he'd been all those years, how cut off from the rest of the world.</blockquote><br/><br/>Before I started reading this book, I was so sure that the best book that I've read this year was 'Anxious People' by Fredrik Backman. Now...now, I'm not so sure anymore.",,,1,,,0,,,,,
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,059309932X,9780593099322,0,4.23,Ace Books,Hardcover,688,2019,1965,,22/12/20,to-read,to-read (#309),to-read,,,,0,,,0,,,,,
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,,,0,4.08,W. W. Norton & Company,Paperback,301,2018,2017,,22/12/20,to-read,to-read (#308),to-read,,,,0,,,0,,,,,
35594378,"The Fitness Mindset: Eat for energy, Train for tension, Manage your mindset, Reap the results",Brian Keane,"Keane, Brian",,,,4,3.97,Rethink Press Limited,Kindle Edition,188,2017,2017,21/12/20,13/12/20,,,read,"The Fitness Mindset, as the name suggests is a book about Fitness and Mindset. Which is to say that the physical health and the mental health go hand in hand, they complement and supplement each other. <br/><br/>The book is divided in two sections. The first section discusses how to manage your physical health with nutrition, supplements, sleep, hydration, and training. I found this part to be extremely helpful. I believe if you are someone like me who has never give dingo's kidney worth of attention to learning about how human bodies work then this book would be a great help. Reading this, I realized the urgent need in my life to add supplements, looking at my diet. I understood the why behind how training works. But most importantly, reading this motivated me to finally hit the gym. I have never felt this way before, the way I feel these days with running, lifting weights, and playing table tennis, also while being a little mindful about what I put in my mouth. The endorphins that release when you do physical work can really make you feel happy. No wonder why so many people in the world use gym to burst stress. <br/><br/>The second section deals with how to create habits, how to manage stress, anxiety, and worry. The author offers some of the life lessons that he has learned through reading books, attending courses, and listening to podcasts. Now again, if you are someone like me who has read countless books on this subject then you'd find this part of the book to be just okay. But to some people, it could be of great help.<br/><br/>All in all, I enjoyed reading this book and would recommend to all the novices who are looking forward to develop a fitness mindset.",,,1,,,0,,,,,
25814544,Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days,Jake Knapp,"Knapp, Jake","John Zeratsky, Brad Kowitz",,9781501121746,0,4.22,Simon  Schuster,Hardcover,274,2016,2016,,21/12/20,to-read,to-read (#307),to-read,,,,0,,,0,,,,,
